day,year,mo,da,pickup_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_TRIPS
1,2011,11,21,2011-11-21,54.0,42.1,1022.7,9.0,4.9,9.9,15.0,60.1,50.0,0.12,999.9,0,457008
2,2011,11,22,2011-11-22,47.5,41.5,1025.9,7.0,4.9,9.9,17.1,50.0,42.8,0.06,999.9,0,468358
3,2011,11,23,2011-11-23,47.6,45.9,1006.7,5.8,6.7,13.0,22.0,53.6,42.1,1.46,999.9,0,472771
4,2011,11,24,2011-11-24,43.8,33.3,1019.1,10.0,4.9,9.9,19.0,54.0,37.0,0.1,999.9,0,328093
5,2011,11,25,2011-11-25,52.0,35.8,1020.9,10.0,4.7,8.9,15.0,61.0,46.0,0.0,999.9,0,367964
6,2011,11,26,2011-11-26,56.5,32.4,1021.5,10.0,3.5,8.0,999.9,64.9,50.0,0.0,999.9,0,434662
7,2011,11,27,2011-11-27,55.5,41.2,1021.0,9.9,2.9,8.0,999.9,62.1,46.9,0.0,999.9,0,409997
1,2011,11,28,2011-11-28,62.0,50.7,1019.8,10.0,5.6,8.9,18.1,69.1,57.9,0.0,999.9,0,431356
2,2011,11,29,2011-11-29,60.5,56.5,1014.7,9.0,5.6,13.0,24.1,64.9,57.0,0.0,999.9,0,475305
3,2011,11,30,2011-11-30,50.3,41.4,1005.8,9.1,7.4,11.1,21.0,60.8,46.0,0.47,999.9,0,495819
4,2011,12,01,2011-12-01,43.5,25.2,1018.9,10.0,7.7,15.0,20.0,50.0,37.9,0.0,999.9,0,523721
5,2011,12,02,2011-12-02,45.8,28.3,1026.4,10.0,4.2,9.9,15.9,51.1,39.9,0.0,999.9,0,553089
6,2011,12,03,2011-12-03,42.2,28.0,1035.6,10.0,4.3,8.0,999.9,46.0,37.9,0.0,999.9,0,560424
7,2011,12,04,2011-12-04,47.5,38.2,1034.6,10.0,3.7,9.9,15.0,55.0,42.1,0.0,999.9,0,476963
1,2011,12,05,2011-12-05,52.6,48.4,1027.8,6.5,2.5,8.0,999.9,57.9,46.4,0.0,999.9,1,467200
2,2011,12,06,2011-12-06,58.2,55.1,1021.2,7.1,4.6,9.9,15.9,61.0,52.0,0.0,999.9,0,485597
3,2011,12,07,2011-12-07,55.6,54.3,1008.6,4.9,3.7,9.9,21.0,62.6,46.4,0.2,999.9,0,505162
4,2011,12,08,2011-12-08,41.6,31.5,1013.7,7.8,8.1,19.0,34.0,48.2,36.0,1.8,999.9,0,527344
5,2011,12,09,2011-12-09,42.3,29.4,1025.9,9.9,4.7,8.9,15.0,51.1,36.0,0.16,999.9,0,553727
6,2011,12,10,2011-12-10,42.6,28.1,1024.5,10.0,5.7,9.9,17.1,51.8,36.0,0.0,999.9,0,568840
7,2011,12,11,2011-12-11,33.8,14.3,1035.1,10.0,3.3,8.0,999.9,39.0,28.9,0.0,999.9,0,488680
1,2011,12,12,2011-12-12,37.7,17.6,1035.1,10.0,3.6,8.0,999.9,44.1,34.0,0.0,999.9,0,477049
2,2011,12,13,2011-12-13,39.0,18.9,1028.7,10.0,4.0,8.0,999.9,46.9,33.1,0.0,999.9,0,511172
3,2011,12,14,2011-12-14,43.0,30.7,1028.4,9.3,2.8,8.9,14.0,48.9,37.9,0.0,999.9,0,509526
4,2011,12,15,2011-12-15,51.3,40.8,1016.1,9.9,6.9,12.0,20.0,57.9,46.4,0.0,999.9,0,540584
5,2011,12,16,2011-12-16,50.6,32.8,1014.4,10.0,7.3,14.0,28.9,59.0,43.0,0.0,999.9,0,570671
6,2011,12,17,2011-12-17,38.8,22.4,1019.8,10.0,5.5,8.9,999.9,43.0,35.6,0.0,999.9,0,565656
7,2011,12,18,2011-12-18,28.3,11.0,1023.0,10.0,4.6,8.9,15.0,35.1,23.0,0.0,999.9,0,508621
1,2011,12,19,2011-12-19,36.0,18.2,1022.2,9.8,5.4,14.0,19.0,46.9,28.0,0.0,999.9,0,474652
2,2011,12,20,2011-12-20,45.4,30.2,1018.5,10.0,5.4,14.0,20.0,46.9,43.0,0.0,999.9,0,497404
3,2011,12,21,2011-12-21,48.7,44.4,1016.0,8.3,3.7,8.9,15.0,59.0,41.0,0.01,999.9,0,503978
4,2011,12,22,2011-12-22,55.0,43.6,1014.8,9.7,6.1,21.0,29.9,61.0,52.0,0.11,999.9,0,495837
5,2011,12,23,2011-12-23,47.4,39.0,1016.4,8.1,4.9,11.1,20.0,53.1,43.0,0.81,999.9,0,474183
6,2011,12,24,2011-12-24,33.8,19.2,1026.7,10.0,5.0,9.9,15.9,41.0,30.0,0.75,999.9,0,373366
7,2011,12,25,2011-12-25,37.5,21.8,1025.5,10.0,4.5,9.9,18.1,46.0,30.9,0.0,999.9,0,231895
1,2011,12,26,2011-12-26,42.7,28.1,1018.3,10.0,8.3,15.0,20.0,45.0,41.0,0.0,999.9,0,288572
2,2011,12,27,2011-12-27,43.8,33.4,1018.4,8.5,5.9,14.0,22.9,54.0,37.9,0.0,999.9,0,377571
3,2011,12,28,2011-12-28,45.7,34.9,998.9,9.5,9.8,18.1,27.0,57.2,36.0,1.02,999.9,0,415381
4,2011,12,29,2011-12-29,30.0,11.4,1013.4,10.0,7.5,14.0,25.1,34.0,24.1,0.0,999.9,0,457167
5,2011,12,30,2011-12-30,42.8,29.2,1016.2,10.0,2.6,7.0,999.9,51.1,35.1,0.0,999.9,0,465202
6,2011,12,31,2011-12-31,50.6,42.2,1012.1,10.0,4.6,8.0,999.9,54.0,46.9,0.0,999.9,0,476749
